Year,Month,State,Age Group,Footnote,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
2020,6,Massachusetts,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,57,595,46,22,4,82
2020,6,Massachusetts,65-74 years,,103,893,76,42,0,137
2020,6,Massachusetts,75-84 years,,168,1064,125,62,0,231
2020,6,Massachusetts,85 years and over,,281,1694,186,82,0,385
2020,7,Massachusetts,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,198,4703,254,55,4,398
2020,7,Massachusetts,Under 1 year,,0,25,0,0,0,0
2020,7,Massachusetts,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2020,7,Massachusetts,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2020,7,Massachusetts,15-24 years,,0,43,0,0,0,0
2020,7,Massachusetts,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,115,4,0,0,4
2020,7,Massachusetts,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,154,4,0,0,4
2020,7,Massachusetts,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,250,4,4,0,4
2020,7,Massachusetts,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,14,561,27,4,0,37
2020,7,Massachusetts,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,28,840,52,12,4,69
2020,7,Massachusetts,75-84 years,,42,1089,70,14,0,98
2020,7,Massachusetts,85 years and over,,106,1617,94,23,0,177
2020,8,Massachusetts,All Ages,,121,4562,240,23,0,338
2020,8,Massachusetts,Under 1 year,,0,22,0,0,0,0
2020,8,Massachusetts,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2020,8,Massachusetts,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,4,0,0,4
2020,8,Massachusetts,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,26,4,0,0,4
2020,8,Massachusetts,25-34 years,,0,121,0,0,0,0
2020,8,Massachusetts,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,145,4,0,0,4
2020,8,Massachusetts,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,246,4,4,0,4
2020,8,Massachusetts,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,523,24,4,0,27
2020,8,Massachusetts,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,14,846,53,4,0,65
2020,8,Massachusetts,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,34,1087,71,4,0,97
2020,8,Massachusetts,85 years and over,,63,1539,82,10,0,135
2020,9,Massachusetts,All Ages,,102,4600,240,32,0,310
2020,9,Massachusetts,Under 1 year,,0,25,0,0,0,0
2020,9,Massachusetts,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2020,9,Massachusetts,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2020,9,Massachusetts,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,41,0,0,0,4
2020,9,Massachusetts,25-34 years,,0,93,0,0,0,0
2020,9,Massachusetts,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,149,4,0,0,4
2020,9,Massachusetts,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,223,4,0,0,12
2020,9,Massachusetts,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,12,552,25,4,0,33
2020,9,Massachusetts,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,17,843,45,4,0,57
2020,9,Massachusetts,75-84 years,,26,1090,72,12,0,86
2020,9,Massachusetts,85 years and over,,41,1578,85,11,0,115
2020,10,Massachusetts,All Ages,,199,4994,349,76,0,472
2020,10,Massachusetts,Under 1 year,,0,22,0,0,0,0
2020,10,Massachusetts,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2020,10,Massachusetts,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2020,10,Massachusetts,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,35,4,0,0,4
2020,10,Massachusetts,25-34 years,,0,98,0,0,0,0
2020,10,Massachusetts,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,143,4,0,0,4
2020,10,Massachusetts,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,267,11,4,0,13
2020,10,Massachusetts,55-64 years,,19,554,36,10,0,45
2020,10,Massachusetts,65-74 years,,36,937,71,18,0,89
2020,10,Massachusetts,75-84 years,,51,1164,90,19,0,122
2020,10,Massachusetts,85 years and over,,89,1767,133,28,0,194
2020,11,Massachusetts,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,486,5275,493,203,4,782
2020,11,Massachusetts,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,13,4,0,0,4
2020,11,Massachusetts,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2020,11,Massachusetts,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2020,11,Massachusetts,15-24 years,,0,30,0,0,0,0
2020,11,Massachusetts,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,99,4,0,0,4
2020,11,Massachusetts,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,151,4,4,0,4
2020,11,Massachusetts,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,16,284,16,4,0,28
2020,11,Massachusetts,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,29,569,49,16,4,64
2020,11,Massachusetts,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,81,984,95,39,4,139
2020,11,Massachusetts,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,118,1232,116,43,4,192
2020,11,Massachusetts,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,236,1907,210,100,4,347
2020,12,Massachusetts,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1357,6394,894,599,4,1653
2020,12,Massachusetts,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,29,0,0,0,4
2020,12,Massachusetts,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2020,12,Massachusetts,5-14 years,,0,0,0,0,0,0
2020,12,Massachusetts,15-24 years,,0,40,0,0,0,0
2020,12,Massachusetts,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,87,4,4,0,4
2020,12,Massachusetts,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,150,4,4,0,15
2020,12,Massachusetts,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,25,272,20,4,0,38
2020,12,Massachusetts,55-64 years,,94,636,77,46,0,125
2020,12,Massachusetts,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,232,1129,163,121,4,275
2020,12,Massachusetts,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,365,1552,266,189,4,442
2020,12,Massachusetts,85 years and over,,625,2497,358,232,0,751
2021,1,Massachusetts,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1712,6867,1079,801,4,1992
2021,1,Massachusetts,Under 1 year,,0,24,0,0,0,0
2021,1,Massachusetts,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2021,1,Massachusetts,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,10,0,0,0,4
2021,1,Massachusetts,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,36,4,0,0,4
2021,1,Massachusetts,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,102,4,4,0,4
2021,1,Massachusetts,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,12,156,11,4,0,18
2021,1,Massachusetts,45-54 years,,36,288,29,16,0,49
2021,1,Massachusetts,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,153,725,93,63,4,184
2021,1,Massachusetts,65-74 years,,313,1237,209,163,0,359
2021,1,Massachusetts,75-84 years,,480,1684,327,252,0,555
2021,1,Massachusetts,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,712,2602,407,300,4,820
2021,2,Massachusetts,All Ages,,809,5437,643,406,0,1046
2021,2,Massachusetts,Under 1 year,,0,15,0,0,0,0
2021,2,Massachusetts,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2021,2,Massachusetts,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2021,2,Massachusetts,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,34,4,0,0,4
2021,2,Massachusetts,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,93,4,0,0,4
2021,2,Massachusetts,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,146,4,4,0,4
2021,2,Massachusetts,45-54 years,,26,253,27,16,0,37
2021,2,Massachusetts,55-64 years,,83,622,66,46,0,103
2021,2,Massachusetts,65-74 years,,172,1056,148,93,0,227
